id,category_id,name,description,price
433,13,Wearable 0022,Wearable generation 22 for category Wearables,11260.00
434,14,Camera 0022,Camera generation 22 for category Cameras,46350.00
435,15,Book 0022,Book generation 22 for category Books,890.00
436,16,TV 0022,TV generation 22 for category TVs,55080.00
437,17,Speaker 0022,Speaker generation 22 for category Audio,10170.00
438,18,Printer 0022,Printer generation 22 for category Printers,18260.00
439,19,Component 0022,Component generation 22 for category Components,15350.00
440,20,Charger 0022,Charger generation 22 for category Charging,1990.00
441,1,Smartphone 0023,Smartphone generation 23 for category Smartphones,25355.00
442,2,Laptop 0023,Laptop generation 23 for category Laptops,70445.00
443,3,Tablet 0023,Tablet generation 23 for category Tablets,30535.00
444,4,Headphones 0023,Headphones generation 23 for category Headphones,9625.00
445,5,Smart Device 0023,Smart Device generation 23 for category Smart Home,4765.00
446,6,Gaming Gear 0023,Gaming Gear generation 23 for category Gaming,7355.00
447,7,Monitor 0023,Monitor generation 23 for category Monitors,22445.00
448,8,Storage 0023,Storage generation 23 for category Storage,6035.00
449,9,Accessory 0023,Accessory generation 23 for category Accessories,2125.00
450,10,Router 0023,Router generation 23 for category Networking,5265.00
451,11,Appliance 0023,Appliance generation 23 for category Kitchen Appliances,8355.00
452,12,Office Device 0023,Office Device generation 23 for category Office Equipment,13445.00
453,13,Wearable 0023,Wearable generation 23 for category Wearables,11535.00
454,14,Camera 0023,Camera generation 23 for category Cameras,46625.00
455,15,Book 0023,Book generation 23 for category Books,1165.00
456,16,TV 0023,TV generation 23 for category TVs,55355.00
457,17,Speaker 0023,Speaker generation 23 for category Audio,10445.00
458,18,Printer 0023,Printer generation 23 for category Printers,18535.00
459,19,Component 0023,Component generation 23 for category Components,15625.00
460,20,Charger 0023,Charger generation 23 for category Charging,2265.00
461,1,Smartphone 0024,Smartphone generation 24 for category Smartphones,25630.00
462,2,Laptop 0024,Laptop generation 24 for category Laptops,70720.00
463,3,Tablet 0024,Tablet generation 24 for category Tablets,30810.00
464,4,Headphones 0024,Headphones generation 24 for category Headphones,9900.00
465,5,Smart Device 0024,Smart Device generation 24 for category Smart Home,5040.00
466,6,Gaming Gear 0024,Gaming Gear generation 24 for category Gaming,7630.00
467,7,Monitor 0024,Monitor generation 24 for category Monitors,22720.00
468,8,Storage 0024,Storage generation 24 for category Storage,6310.00
469,9,Accessory 0024,Accessory generation 24 for category Accessories,2400.00
470,10,Router 0024,Router generation 24 for category Networking,5540.00
471,11,Appliance 0024,Appliance generation 24 for category Kitchen Appliances,8630.00
472,12,Office Device 0024,Office Device generation 24 for category Office Equipment,13720.00
473,13,Wearable 0024,Wearable generation 24 for category Wearables,11810.00
474,14,Camera 0024,Camera generation 24 for category Cameras,46900.00
475,15,Book 0024,Book generation 24 for category Books,1440.00
476,16,TV 0024,TV generation 24 for category TVs,55630.00
477,17,Speaker 0024,Speaker generation 24 for category Audio,10720.00
478,18,Printer 0024,Printer generation 24 for category Printers,18810.00
479,19,Component 0024,Component generation 24 for category Components,15900.00
480,20,Charger 0024,Charger generation 24 for category Charging,2540.00
481,1,Smartphone 0025,Smartphone generation 25 for category Smartphones,25905.00
482,2,Laptop 0025,Laptop generation 25 for category Laptops,70995.00
483,3,Tablet 0025,Tablet generation 25 for category Tablets,31085.00
484,4,Headphones 0025,Headphones generation 25 for category Headphones,10175.00
485,5,Smart Device 0025,Smart Device generation 25 for category Smart Home,5315.00
486,6,Gaming Gear 0025,Gaming Gear generation 25 for category Gaming,7905.00
487,7,Monitor 0025,Monitor generation 25 for category Monitors,22995.00
488,8,Storage 0025,Storage generation 25 for category Storage,6585.00
489,9,Accessory 0025,Accessory generation 25 for category Accessories,2675.00
490,10,Router 0025,Router generation 25 for category Networking,5815.00
491,11,Appliance 0025,Appliance generation 25 for category Kitchen Appliances,8905.00
492,12,Office Device 0025,Office Device generation 25 for category Office Equipment,13995.00
493,13,Wearable 0025,Wearable generation 25 for category Wearables,12085.00
494,14,Camera 0025,Camera generation 25 for category Cameras,47175.00
495,15,Book 0025,Book generation 25 for category Books,1715.00
496,16,TV 0025,TV generation 25 for category TVs,55905.00
497,17,Speaker 0025,Speaker generation 25 for category Audio,10995.00
498,18,Printer 0025,Printer generation 25 for category Printers,19085.00
499,19,Component 0025,Component generation 25 for category Components,16175.00
500,20,Charger 0025,Charger generation 25 for category Charging,2815.00
501,1,Smartphone 0026,Smartphone generation 26 for category Smartphones,26180.00
502,2,Laptop 0026,Laptop generation 26 for category Laptops,71270.00
503,3,Tablet 0026,Tablet generation 26 for category Tablets,31360.00
504,4,Headphones 0026,Headphones generation 26 for category Headphones,10450.00
505,5,Smart Device 0026,Smart Device generation 26 for category Smart Home,5590.00
506,6,Gaming Gear 0026,Gaming Gear generation 26 for category Gaming,8180.00
507,7,Monitor 0026,Monitor generation 26 for category Monitors,23270.00
508,8,Storage 0026,Storage generation 26 for category Storage,6860.00
509,9,Accessory 0026,Accessory generation 26 for category Accessories,2950.00
510,10,Router 0026,Router generation 26 for category Networking,6090.00
511,11,Appliance 0026,Appliance generation 26 for category Kitchen Appliances,9180.00
512,12,Office Device 0026,Office Device generation 26 for category Office Equipment,14270.00
513,13,Wearable 0026,Wearable generation 26 for category Wearables,12360.00
514,14,Camera 0026,Camera generation 26 for category Cameras,47450.00
515,15,Book 0026,Book generation 26 for category Books,1990.00
516,16,TV 0026,TV generation 26 for category TVs,56180.00
517,17,Speaker 0026,Speaker generation 26 for category Audio,11270.00
518,18,Printer 0026,Printer generation 26 for category Printers,19360.00
519,19,Component 0026,Component generation 26 for category Components,16450.00
520,20,Charger 0026,Charger generation 26 for category Charging,3090.00
521,1,Smartphone 0027,Smartphone generation 27 for category Smartphones,26455.00
522,2,Laptop 0027,Laptop generation 27 for category Laptops,71545.00
523,3,Tablet 0027,Tablet generation 27 for category Tablets,31635.00
524,4,Headphones 0027,Headphones generation 27 for category Headphones,10725.00
525,5,Smart Device 0027,Smart Device generation 27 for category Smart Home,5865.00
526,6,Gaming Gear 0027,Gaming Gear generation 27 for category Gaming,8455.00
527,7,Monitor 0027,Monitor generation 27 for category Monitors,23545.00
528,8,Storage 0027,Storage generation 27 for category Storage,7135.00
529,9,Accessory 0027,Accessory generation 27 for category Accessories,3225.00
530,10,Router 0027,Router generation 27 for category Networking,6365.00
531,11,Appliance 0027,Appliance generation 27 for category Kitchen Appliances,9455.00
532,12,Office Device 0027,Office Device generation 27 for category Office Equipment,14545.00
533,13,Wearable 0027,Wearable generation 27 for category Wearables,12635.00
534,14,Camera 0027,Camera generation 27 for category Cameras,47725.00
535,15,Book 0027,Book generation 27 for category Books,2265.00
536,16,TV 0027,TV generation 27 for category TVs,56455.00
537,17,Speaker 0027,Speaker generation 27 for category Audio,11545.00
538,18,Printer 0027,Printer generation 27 for category Printers,19635.00
539,19,Component 0027,Component generation 27 for category Components,16725.00
540,20,Charger 0027,Charger generation 27 for category Charging,3365.00
541,1,Smartphone 0028,Smartphone generation 28 for category Smartphones,26730.00
542,2,Laptop 0028,Laptop generation 28 for category Laptops,71820.00
543,3,Tablet 0028,Tablet generation 28 for category Tablets,31910.00
544,4,Headphones 0028,Headphones generation 28 for category Headphones,11000.00
545,5,Smart Device 0028,Smart Device generation 28 for category Smart Home,6140.00
546,6,Gaming Gear 0028,Gaming Gear generation 28 for category Gaming,8730.00
547,7,Monitor 0028,Monitor generation 28 for category Monitors,23820.00
548,8,Storage 0028,Storage generation 28 for category Storage,7410.00
549,9,Accessory 0028,Accessory generation 28 for category Accessories,3500.00
550,10,Router 0028,Router generation 28 for category Networking,6640.00
551,11,Appliance 0028,Appliance generation 28 for category Kitchen Appliances,9730.00
552,12,Office Device 0028,Office Device generation 28 for category Office Equipment,14820.00
553,13,Wearable 0028,Wearable generation 28 for category Wearables,12910.00
554,14,Camera 0028,Camera generation 28 for category Cameras,48000.00
555,15,Book 0028,Book generation 28 for category Books,2540.00
556,16,TV 0028,TV generation 28 for category TVs,56730.00
557,17,Speaker 0028,Speaker generation 28 for category Audio,11820.00
558,18,Printer 0028,Printer generation 28 for category Printers,19910.00
559,19,Component 0028,Component generation 28 for category Components,17000.00
560,20,Charger 0028,Charger generation 28 for category Charging,3640.00
561,1,Smartphone 0029,Smartphone generation 29 for category Smartphones,27005.00
562,2,Laptop 0029,Laptop generation 29 for category Laptops,72095.00
563,3,Tablet 0029,Tablet generation 29 for category Tablets,32185.00
564,4,Headphones 0029,Headphones generation 29 for category Headphones,11275.00
565,5,Smart Device 0029,Smart Device generation 29 for category Smart Home,6415.00
566,6,Gaming Gear 0029,Gaming Gear generation 29 for category Gaming,9005.00
567,7,Monitor 0029,Monitor generation 29 for category Monitors,24095.00
568,8,Storage 0029,Storage generation 29 for category Storage,7685.00
569,9,Accessory 0029,Accessory generation 29 for category Accessories,3775.00
570,10,Router 0029,Router generation 29 for category Networking,6915.00
571,11,Appliance 0029,Appliance generation 29 for category Kitchen Appliances,10005.00
572,12,Office Device 0029,Office Device generation 29 for category Office Equipment,15095.00
573,13,Wearable 0029,Wearable generation 29 for category Wearables,13185.00
574,14,Camera 0029,Camera generation 29 for category Cameras,48275.00
575,15,Book 0029,Book generation 29 for category Books,2815.00
576,16,TV 0029,TV generation 29 for category TVs,57005.00
577,17,Speaker 0029,Speaker generation 29 for category Audio,12095.00
578,18,Printer 0029,Printer generation 29 for category Printers,20185.00
579,19,Component 0029,Component generation 29 for category Components,17275.00
580,20,Charger 0029,Charger generation 29 for category Charging,3915.00
581,1,Smartphone 0030,Smartphone generation 30 for category Smartphones,27280.00
582,2,Laptop 0030,Laptop generation 30 for category Laptops,72370.00
583,3,Tablet 0030,Tablet generation 30 for category Tablets,32460.00
584,4,Headphones 0030,Headphones generation 30 for category Headphones,11550.00
585,5,Smart Device 0030,Smart Device generation 30 for category Smart Home,6690.00
586,6,Gaming Gear 0030,Gaming Gear generation 30 for category Gaming,9280.00
587,7,Monitor 0030,Monitor generation 30 for category Monitors,24370.00
588,8,Storage 0030,Storage generation 30 for category Storage,7960.00
589,9,Accessory 0030,Accessory generation 30 for category Accessories,4050.00
590,10,Router 0030,Router generation 30 for category Networking,7190.00
591,11,Appliance 0030,Appliance generation 30 for category Kitchen Appliances,10280.00
592,12,Office Device 0030,Office Device generation 30 for category Office Equipment,15370.00
593,13,Wearable 0030,Wearable generation 30 for category Wearables,13460.00
594,14,Camera 0030,Camera generation 30 for category Cameras,48550.00
595,15,Book 0030,Book generation 30 for category Books,3090.00
596,16,TV 0030,TV generation 30 for category TVs,57280.00
597,17,Speaker 0030,Speaker generation 30 for category Audio,12370.00
598,18,Printer 0030,Printer generation 30 for category Printers,20460.00
599,19,Component 0030,Component generation 30 for category Components,17550.00
